Entry	eggNOG
P49683	KOG3656;
P49685	ENOG502RCE3;
P49703	KOG0070;
P49711	KOG1721;
P49715	KOG3119;
P49716	KOG3119;
P49720	KOG0180;
P49721	KOG0177;
P49736	KOG0477;
P49746	ENOG502QRK8;
P49747	ENOG502QRK8;
P49748	KOG0137;
P49753	ENOG502QQ8Z;
P49754	KOG2066;
P49755	KOG1691;
P49756	KOG2217;KOG2253;
P49757	KOG3537;
P49758	KOG3589;
P49759	KOG0671;
P49760	KOG0671;
P49761	KOG0671;
P49763	ENOG502S2DE;
P49765	ENOG502SU5Y;
P49767	ENOG502QVXE;
P49768	KOG2736;
P49770	KOG1465;
P49771	ENOG502SAIE;
P49773	KOG3275;
P49788	ENOG502S0TS;
P49789	KOG3379;
P49790	KOG4719;
P49792	KOG0864;KOG0865;
P49795	KOG3589;
P49796	KOG3589;
P49798	KOG3589;
P49802	KOG3589;
P49810	KOG2736;
P49815	KOG3687;
P49821	KOG2658;
P49840	KOG0658;
P49841	KOG0658;
P49842	ENOG502RDW5;
P49848	KOG2549;
P49862	KOG3627;
P49863	KOG3627;
P49888	KOG1584;
P49895	ENOG502QUGZ;
P49901	ENOG502TDSM;
P49902	KOG2469;
P49903	KOG3939;
P49908	ENOG502QWRU;
P49910	KOG1721;
P49913	ENOG502SAES;
P49914	KOG3093;
P49915	KOG1622;
P49916	KOG4437;
P49917	KOG0966;
P49918	KOG4743;
P49959	KOG2310;
P49961	KOG1386;
P50052	KOG3656;
P50053	KOG2947;
P50135	ENOG502QQJ1;
P50148	KOG0085;
P50150	KOG4119;
P50151	KOG4119;
P50213	KOG0785;
P50219	KOG0489;
P50221	KOG0489;
P50222	KOG0489;
P50225	KOG1584;
P50226	KOG1584;
P50238	KOG1700;
P50281	KOG1565;
P50336	KOG1276;
P50391	KOG3656;
P50395	KOG1439;
P50402	ENOG502S5SJ;
P50406	KOG3656;
P50416	KOG3716;
P50440	ENOG502QVCA;
P50443	KOG0236;
P50452	KOG2392;
P50453	KOG2392;
P50454	KOG2392;
P50458	KOG0490;
P50461	KOG1700;
P50479	KOG1703;
P50502	KOG1308;
P50539	KOG2483;
P50542	KOG1125;
P50548	KOG3806;
P50549	KOG3806;
P50552	KOG4590;
P50553	KOG4029;
P50570	KOG0446;
P50579	KOG2775;
P50583	KOG2839;
P50591	ENOG502QQ3R;
P50607	KOG2502;
P50613	KOG0659;
P50616	KOG4006;
P50747	KOG1536;
P50748	KOG4256;
P50749	KOG4239;
P50750	KOG0669;
P50851	KOG1787;
P50876	KOG1815;
P50895	ENOG502QWC8;
P50897	KOG2541;
P50914	KOG3421;
P50990	KOG0362;
P50991	KOG0358;
P50993	KOG0203;
P50995	KOG0819;
P51003	KOG2245;
P51114	ENOG502QPKJ;
P51116	ENOG502QPKJ;
P51124	KOG3627;
P51148	KOG0092;
P51149	KOG0394;
P51151	KOG0394;
P51153	KOG0078;
P51157	KOG0078;
P51159	KOG0081;
P51160	KOG3689;
P51161	KOG4015;
P51164	KOG3927;
P51168	KOG4294;
P51170	KOG4294;
P51172	KOG4294;
P51178	KOG0169;
P51397	ENOG502S4ST;
P51398	KOG3928;
P51449	KOG4216;
P51451	KOG0197;
P51452	KOG1716;
P51460	ENOG502TFQJ;
P51511	KOG1565;
P51512	KOG1565;
P51513	KOG2191;
P51530	KOG1805;
P51531	KOG0386;
P51532	KOG0386;
P51553	KOG0784;
P51570	KOG0631;
P51571	KOG4088;
P51572	KOG1962;
P51575	ENOG502QSUI;
P51580	ENOG502QSF5;
P51582	ENOG502QSTF;
P51587	KOG4751;
P51589	KOG0156;
P51606	ENOG502QSDA;
P51608	KOG4161;
P51610	KOG4152;
P51617	KOG1187;
P51636	ENOG502RZYX;
P51648	KOG2456;
P51649	KOG2451;
P51654	KOG3821;
P51659	KOG1206;
P51665	KOG1556;
P51668	KOG0417;
P51671	ENOG502S8M4;
P51674	KOG4800;
P51677	KOG3656;
P51679	KOG3656;
P51681	KOG3656;
P51684	KOG3656;
P51685	KOG3656;
P51686	KOG3656;
P51687	KOG0535;KOG4576;
P51688	KOG3867;
P51690	KOG3867;
P51692	KOG3667;
P51693	KOG3540;
P51784	KOG1870;
P51787	KOG1419;
P51788	KOG0476;
P51790	KOG0475;
P51793	KOG0475;
P51795	KOG0475;
P51797	KOG0474;
P51798	KOG0474;
P51800	KOG0476;
P51801	KOG0476;
P51805	KOG3610;
P51808	KOG4081;
P51809	KOG0859;
P51810	ENOG502QQII;
P51811	ENOG502QTTF;
P51812	KOG0603;
P51813	KOG0197;
P51814	KOG1721;
P51816	ENOG502QUIB;
P51817	KOG0616;
P51825	ENOG502QVDA;
P51826	ENOG502QU9C;
P51828	KOG3619;
P51841	KOG1023;
P51843	KOG3575;
P51854	KOG0523;
P51857	KOG1577;
P51858	KOG1904;
P51864	
P51878	KOG3573;
P51884	KOG0619;
P51888	KOG0619;
P51911	KOG2046;
P51946	KOG2496;
P51948	KOG3800;
P51955	KOG1826;
P51956	KOG0589;
P51957	KOG0589;
P51959	KOG0653;
P51965	KOG0417;
P51970	KOG3458;
P51991	KOG0118;
P51993	KOG2619;
P52179	KOG0613;
P52198	KOG0393;
P52209	KOG2653;
P52272	KOG4212;
P52292	KOG0166;
P52294	KOG0166;
P52298	KOG0121;
P52306	KOG4500;
P52333	KOG0197;
P52429	KOG1169;
P52434	KOG3400;
P52435	KOG4392;
P52564	KOG0984;
P52565	KOG3205;
P52566	KOG3205;
P52569	KOG1286;
P52594	KOG0702;
P52597	KOG4211;
P52630	KOG3667;
P52655	KOG2652;
P52657	KOG3463;
P52701	KOG0217;
P52732	KOG0243;
P52735	KOG2996;
P52736	KOG1721;
P52738	KOG1721;
P52739	KOG1721;
P52742	KOG1721;
P52744	KOG1721;
P52747	KOG1721;
P52756	KOG0154;
P52757	KOG1453;
P52758	KOG2317;
P52788	KOG1562;
P52789	KOG1369;
P52790	KOG1369;
P52797	KOG3858;
P52798	KOG3858;
P52799	KOG3858;
P52803	KOG3858;
P52815	KOG1715;
P52823	ENOG502QU7E;
P52824	KOG1169;
P52848	KOG3703;
P52849	KOG3703;
P52888	KOG2089;
P52895	KOG1577;
P52907	KOG0836;
P52926	ENOG502S80S;
P52945	KOG0489;
P52948	KOG0845;
P52951	KOG0489;
P52952	KOG0842;
P52954	KOG0488;
P52961	ENOG502QUE9;
P53004	ENOG502QTSZ;
P53007	KOG0756;
P53041	KOG0376;
P53350	KOG0575;
P53355	KOG0032;
P53365	KOG3876;
P53367	KOG3876;
P53370	KOG0648;
P53384	KOG3022;
P53396	KOG1254;
P53420	KOG3544;
P53539	KOG1414;
P53567	KOG3119;
P53582	KOG2738;
P53597	KOG1255;
P53602	KOG2833;
P53609	KOG0367;
P53611	KOG0366;
P53618	KOG1058;
P53621	KOG0292;
P53634	KOG1543;
P53667	KOG1187;
P53671	KOG1187;
P53672	ENOG502QVIR;
P53673	ENOG502QTF8;
P53674	ENOG502QTJT;
P53675	KOG0985;
P53677	KOG2740;
P53680	KOG0935;
P53701	KOG3996;
P53708	KOG3637;
P53778	KOG0660;
P53779	KOG0665;
P53794	KOG2349;
P53801	ENOG502RYM1;
P53803	KOG3507;
P53804	KOG0800;
P53805	KOG4019;
P53814	KOG4678;
P53816	ENOG502S0JN;
P53985	KOG2504;
P53990	KOG2027;
P53992	KOG1984;
P53999	KOG2712;
P54098	KOG3657;
P54105	KOG3238;
P54107	KOG3017;
P54108	KOG3017;
P54132	KOG0351;
P54136	KOG4426;
P54198	KOG0973;
P54219	KOG3764;
P54252	KOG2935;
P54253	KOG4053;
P54257	KOG4360;
P54259	KOG2133;
P54274	ENOG502RYK3;
P54277	KOG1978;
P54278	KOG1978;
P54284	KOG3812;
P54289	KOG2353;
P54296	ENOG502QS6D;
P54315	ENOG502QUK7;
P54317	
P54368	KOG4387;
P54577	KOG2144;KOG2241;
P54578	KOG1872;
P54619	KOG1764;
P54646	KOG0583;
P54652	KOG0101;
P54687	KOG0975;
P54707	KOG0203;
P54709	KOG3927;
P54710	ENOG502SGMI;
P54725	KOG0011;
P54727	KOG0011;
P54750	KOG3688;
P54753	KOG0196;
P54756	KOG0196;
P54760	KOG0196;
P54762	KOG0196;
P54764	KOG0196;
P54802	KOG2233;
P54803	ENOG502QQ1Q;
P54819	KOG3078;
P54821	KOG0490;
P54829	KOG0789;
P54840	KOG3742;
P54845	KOG4196;
P54849	ENOG502S028;
P54851	ENOG502RYYE;
P54852	ENOG502RZP6;
P54855	KOG1192;
P54868	KOG1393;
P54886	KOG1154;KOG4165;
P54920	KOG1586;
P54922	ENOG502QPMI;
P55000	ENOG502TDUY;
P55001	ENOG502RXC2;
P55008	KOG0027;
P55010	KOG2767;
P55011	KOG2083;
P55017	KOG2083;
P55036	KOG2884;
P55039	KOG1486;
P55040	KOG0395;
P55042	KOG0395;
P55055	KOG3575;
P55056	ENOG502TE52;
P55058	KOG4160;
P55060	KOG1992;
P55061	KOG1629;
P55064	KOG0223;
P55072	KOG0730;
P55073	ENOG502S5FA;
P55075	KOG3885;
P55081	KOG1425;
P55082	ENOG502QW9J;
P55083	KOG2579;
P55084	KOG1392;
P55085	ENOG502QR8S;
P55087	KOG0223;
P55089	ENOG502S63E;
P55107	KOG3900;
P55145	KOG4154;
P55157	KOG4337;
P55160	KOG1917;
P55196	KOG1892;
P55197	KOG0956;
P55198	KOG0956;
P55199	KOG4796;
P55201	KOG0955;
P55209	KOG1507;
P55210	KOG3573;
P55211	KOG3573;
P55212	KOG3573;
P55259	ENOG502QT6B;
P55263	KOG2854;
P55265	KOG2777;
P55268	KOG0994;
P55273	KOG0504;
P55283	KOG3594;
P55285	KOG3594;
P55286	KOG3594;
P55287	KOG3594;
P55289	KOG3594;
P55290	KOG3594;
P55291	KOG3594;
P55316	KOG2294;
P55317	KOG3563;
P55318	KOG3563;
P55327	KOG4010;
P55344	
P55345	KOG1499;
P55347	KOG0773;
P55735	KOG1332;
P55769	KOG3387;
P55771	KOG3517;
P55773	
P55774	ENOG502S8M4;
P55786	KOG1046;
P55789	KOG3355;
P55795	KOG4211;
P55809	KOG3822;
P55851	KOG0753;
P55854	
P55884	KOG2314;
P55895	ENOG502QVKU;
P55899	ENOG502RTZ5;
P55916	KOG0753;
P55957	ENOG502SAN7;
P56134	KOG4092;
P56159	ENOG502QQA2;
P56177	KOG0850;
P56178	KOG0850;
P56180	KOG2283;
P56181	ENOG502S46A;
P56182	KOG3911;
P56192	KOG0867;KOG1247;
P56199	KOG3637;
P56202	KOG1542;
P56211	KOG4076;
P56270	KOG1721;
P56279	ENOG502TDVJ;
P56282	KOG3818;
P56373	ENOG502QUDE;
P56377	KOG0934;
P56381	KOG3495;
P56385	KOG4326;
P56470	KOG3587;
P56524	KOG1343;
P56537	KOG3185;
P56539	ENOG502RYU9;
P56545	KOG0067;
P56556	KOG3426;
P56557	KOG3393;
P56559	KOG0070;
P56589	KOG4444;
P56597	KOG0888;
P56645	KOG3753;
P56693	KOG0527;
P56696	KOG1419;
P56703	KOG3913;
P56704	KOG3913;
P56705	KOG3913;
P56706	KOG3913;
P56715	KOG1181;KOG3757;
P56730	KOG3627;
P56746	ENOG502RYAR;
P56747	ENOG502QSCN;
P56748	ENOG502RTNJ;
P56750	ENOG502RTNJ;
P56817	KOG1339;
P56851	ENOG502RWFV;
P56856	ENOG502QTRB;
P56880	ENOG502QYUE;
P56915	KOG0490;
P56937	KOG1478;
P56945	ENOG502QQHE;
P56962	KOG0811;
P56975	ENOG502QS97;
P57052	ENOG502RYIT;
P57053	KOG1744;
P57054	KOG2257;
P57055	ENOG502S482;
P57057	KOG2533;
P57059	KOG0586;
P57071	KOG1721;
P57073	KOG0527;
P57075	KOG3734;
P57076	ENOG502QQ3Z;
P57078	KOG0192;KOG0504;
P57081	KOG3914;
P57082	KOG3585;
P57086	KOG1721;
P57087	ENOG502QZ6E;
P57088	KOG4002;
P57103	KOG1306;
P57105	KOG3528;
P57678	ENOG502QRX9;
P57679	ENOG502QUDD;
P57682	KOG1721;
P57721	KOG2190;
P57727	KOG3627;
P57729	KOG4423;
P57730	KOG3573;
P57735	KOG0087;
P57737	KOG1445;KOG3442;
P57739	ENOG502R10A;
P57740	KOG1964;
P57764	ENOG502S0IQ;
P57768	KOG2101;
P57771	KOG3589;
P57772	KOG0461;
P57789	KOG1418;
P57796	KOG0027;
P58004	KOG3746;
P58005	KOG3746;
P58012	KOG2294;
P58107	KOG0516;
P58215	ENOG502QSX8;
P58304	KOG0494;
P58335	ENOG502QT7Y;
P58340	KOG4049;
P58397	KOG3538;
P58400	
P58401	
P58418	ENOG502QQVB;
P58499	ENOG502QW7Y;
P58546	KOG4214;
P58743	KOG0236;
P58753	ENOG502S07Q;
P58876	KOG1744;
P59044	ENOG502SANB;
P59046	ENOG502QS9E;
P59047	ENOG502SBIG;
P59103	ENOG502T4XP;
P59190	
P59510	KOG3538;
P59542	ENOG502TE6U;
P59665	ENOG502T2EX;
P59666	ENOG502T2EX;
P59768	KOG4119;
P59773	ENOG502RZQB;
P59780	KOG0936;
P59817	KOG1721;
P59827	KOG4160;
P59901	ENOG502RYEX;
P59910	KOG0714;
P59923	KOG1721;
P59942	ENOG502TDVX;
P59990	KOG4726;
P59991	KOG4726;
P59998	KOG1876;
P60006	ENOG502RZUK;
P60008	
P60014	KOG4726;
P60022	ENOG502TDMV;
P60033	KOG3882;
P60059	KOG3498;
P60174	KOG1643;
P60201	KOG4800;
P60228	KOG2758;
P60321	KOG4602;
P60323	KOG4602;
P60328	KOG4726;
P60329	KOG4726;
P60368	KOG4726;
P60370	KOG4726;
P60371	KOG4726;
P60372	KOG4726;
P60409	KOG4726;
P60410	KOG4726;
P60411	KOG4726;
P60412	KOG4726;
P60468	KOG3457;
P60484	KOG2283;
P60507	
P60508	ENOG502SD08;
P60510	KOG0372;
P60520	KOG1654;
P60568	ENOG502RVR5;
P60602	KOG4096;
P60604	KOG0426;
P60660	KOG0030;
P60709	KOG0676;
P60763	KOG0393;
P60842	KOG0327;
P60852	ENOG502RYNN;
P60866	KOG0900;
P60880	KOG3065;
P60891	KOG1448;
P60896	
P60900	KOG0182;
P60903	ENOG502S6TB;
P60953	KOG0393;
P60981	KOG1735;
P61006	KOG0078;
P61009	KOG3372;
P61011	KOG0780;
P61018	KOG0086;
P61019	KOG0098;
P61020	KOG0092;
P61024	KOG3484;
P61026	KOG0078;
P61073	KOG3656;
P61077	
P61081	KOG0420;
P61086	KOG0418;
P61088	KOG0417;
P61106	KOG0097;
P61158	KOG0678;
P61160	KOG0677;
P61163	KOG0676;
P61165	KOG4452;
P61201	KOG1464;
P61204	KOG0070;
P61218	KOG3405;
P61221	KOG0063;
P61224	KOG0395;
P61225	KOG0395;
P61244	KOG2483;
P61247	KOG1628;
P61254	KOG3401;
P61266	KOG0810;
P61278	ENOG502S11K;
P61289	KOG4470;
P61296	KOG4029;
P61313	KOG1678;
P61326	KOG3392;
P61328	KOG3885;
P61353	KOG3418;
P61371	KOG0490;
P61421	KOG2957;
P61457	KOG4073;
P61513	KOG0402;
P61586	KOG0393;
P61587	KOG0393;
P61599	KOG3234;
P61601	KOG0044;
P61604	KOG1641;
P61619	KOG1373;
P61626	ENOG502S1S1;
P61647	KOG2692;
P61758	KOG3313;
P61764	KOG1300;
P61769	ENOG502S8GM;
P61803	KOG1746;
P61812	KOG3900;
P61916	KOG4063;
P61923	KOG3343;
P61925	ENOG502S6JP;
P61927	KOG3475;
P61952	KOG4119;
P61956	KOG1769;
P61960	KOG3483;
P61962	KOG0290;
P61964	KOG0266;
P61966	KOG0934;
P61968	KOG0490;
P61970	KOG2104;
P61978	KOG2192;
P61981	KOG0841;
P62068	KOG1864;
P62070	KOG0395;
P62072	KOG3480;
P62079	KOG3882;
P62081	KOG3320;
P62136	KOG0374;
P62140	KOG0374;
P62166	KOG0044;
P62191	KOG0726;
P62195	KOG0728;
P62241	KOG3283;
P62244	KOG1754;
P62249	KOG1753;
P62253	KOG0425;
P62256	KOG0416;
P62258	KOG0841;
P62263	KOG0407;
P62266	KOG1749;
P62269	KOG3311;
P62273	KOG3506;
P62277	KOG0400;
P62280	KOG1728;
P62304	KOG1774;
P62306	KOG3482;
P62308	KOG1780;
P62310	KOG3460;
P62312	KOG1783;
P62314	KOG3428;
P62316	KOG3459;
P62318	KOG3172;
P62324	KOG4006;
P62328	KOG4794;
P62330	KOG0071;
P62333	KOG0651;
P62341	KOG3286;
P62380	KOG3302;
P62424	KOG3166;
P62487	KOG3298;
P62491	KOG0087;
P62495	KOG0688;
P62508	KOG3575;
P62633	KOG4400;
P62699	KOG3399;
P62701	KOG0378;
P62714	KOG0371;
P62736	KOG0676;
P62745	KOG0393;
P62750	KOG1751;
P62753	KOG1646;
P62760	KOG0044;
P62805	KOG3467;
P62807	KOG1744;
P62820	KOG0084;
P62826	KOG0096;
P62829	KOG0901;
P62834	KOG0395;
P62837	KOG0417;
P62841	KOG0898;
P62847	KOG3424;
P62851	KOG1767;
P62854	KOG1768;
P62857	KOG3502;
P62861	KOG0001;KOG0009;
P62873	KOG0286;
P62875	KOG3497;
P62877	KOG2930;
P62879	KOG0286;
P62888	KOG2988;
P62891	KOG0002;
P62899	KOG0893;
P62906	KOG1570;
P62910	KOG0878;
P62913	KOG0397;
P62917	KOG2309;
P62937	KOG0865;
P62942	KOG0544;
P62945	ENOG502TM1J;
P62952	KOG4489;
P62955	ENOG502QTQ7;
P62979	KOG0004;
P62987	KOG0003;
P62993	KOG3601;
P62995	KOG0118;
P63000	KOG0393;
P63010	KOG1061;
P63027	KOG0860;
P63092	
P63096	KOG0082;
P63098	KOG0034;
P63104	KOG0841;
P63128	
P63146	KOG0419;
P63151	KOG1354;
P63162	KOG3168;
P63165	KOG1769;
P63167	KOG3430;
P63172	KOG4081;
P63173	KOG3499;
P63208	KOG1724;
P63211	KOG4119;
P63218	KOG4119;
P63220	KOG3486;
P63241	KOG3271;
P63244	KOG0279;
P63252	KOG3827;
P63261	KOG0676;
P63267	KOG0676;
P63272	KOG3490;
P63279	KOG0424;
P63316	KOG0027;
P67775	KOG0371;
P67809	KOG3070;
P67812	KOG3342;
P67870	KOG3092;
P67936	
P68032	KOG0676;
P68036	KOG0422;
P68104	KOG0052;
P68106	KOG0544;
P68133	KOG0676;
P68363	KOG1376;
P68366	KOG1376;
P68371	KOG1375;
P68400	KOG0668;
P68402	KOG1388;
P68431	KOG1745;
P68543	KOG2086;
P68871	KOG3378;
P69849	KOG1948;
P69891	
P69892	KOG3378;
P69905	KOG3378;
P78310	ENOG502QSG0;
P78314	ENOG502RF2Z;
P78316	KOG2147;
P78317	KOG0320;
P78318	KOG2830;
P78324	ENOG502S1XD;
P78325	KOG3607;
P78329	KOG0157;
P78330	KOG1615;
P78332	KOG0154;
P78333	KOG3821;
P78334	KOG3642;
P78337	KOG0486;
P78344	KOG0401;
P78345	KOG3387;
P78346	KOG2363;
P78347	ENOG502QWD0;
P78348	KOG4294;
P78352	KOG0708;
P78356	KOG0229;
P78357	KOG3516;
P78358	ENOG502TM3F;
P78362	KOG1290;
P78363	KOG0059;
P78364	ENOG502QUTP;
P78367	KOG0842;
P78368	KOG1165;
P78369	ENOG502QPNP;
P78371	KOG0363;
P78380	KOG4297;
P78381	KOG2234;
P78382	KOG2234;
P78383	KOG1580;
P78385	ENOG502SKJW;
P78386	ENOG502SK5S;
P78395	ENOG502QWSJ;
P78396	KOG0654;
P78406	KOG0647;
P78410	ENOG502QSRZ;
P78411	KOG0773;
P78412	KOG0773;
P78413	KOG0773;
P78415	KOG0773;
P78417	KOG0406;
P78423	ENOG502SNIE;
P78424	KOG3802;
P78426	KOG0847;
P78504	KOG1217;
P78508	KOG3827;
P78509	ENOG502QSIP;
P78524	KOG3569;
P78527	KOG0891;
P78536	KOG3658;
P78537	KOG3390;
P78539	ENOG502QVU2;
P78540	KOG2965;
P78543	KOG4006;
P78545	KOG3804;
P78549	KOG1921;
P78552	ENOG502RYXH;
P78556	ENOG502S776;
P78559	KOG3592;
P78560	ENOG502R26C;
P78562	KOG3624;
P78563	KOG2777;
P79483	
P79522	ENOG502TAPB;
P80075	ENOG502S8M4;
P80098	ENOG502S6ZP;
P80108	KOG3637;
P80162	ENOG502S7MM;
P80188	ENOG502T7VZ;
P80192	KOG0192;
P80217	ENOG502QUNN;
P80294	KOG4738;
P80297	KOG4738;
P80303	KOG3866;
P80365	KOG1610;
P80370	KOG1217;
P80404	KOG1405;
P80511	ENOG502SA01;
P80723	ENOG502RXJZ;
P80748	
P81172	ENOG502T0FU;
P81274	KOG1130;
P81277	ENOG502S7XA;
P81408	ENOG502RB7D;
P81534	ENOG502TF5P;
P81605	ENOG502RVUN;
P82094	KOG4673;
P82251	KOG1287;
P82279	KOG1217;
P82650	KOG3890;
P82914	KOG2815;
P82930	ENOG502QSI0;
P82979	KOG0720;KOG4259;
P82987	KOG3538;
P83105	ENOG502RMZV;
P83110	ENOG502QT3F;
P83111	ENOG502QQBX;
P83369	ENOG502QS1B;
P83436	KOG4182;
P83731	KOG1722;
P83876	KOG3414;
P83881	KOG3464;
P83916	KOG1911;
P84022	KOG3701;
P84074	KOG0044;
P84077	KOG0070;
P84085	KOG0070;
P84090	KOG1766;
P84095	KOG0393;
P84098	KOG1696;
P84103	KOG0107;
P84243	KOG1745;
P84550	ENOG502QQC2;
P84996	
P85037	KOG2294;
P85298	KOG4406;
P85299	KOG4406;
P86397	KOG1206;
P86452	KOG1121;
P86479	
P86480	
P98066	KOG1218;KOG3714;
P98073	KOG3627;
P98077	KOG3697;
P98082	KOG3535;
P98088	KOG1216;
P98095	KOG1217;
P98153	KOG1215;
P98155	KOG1215;
P98160	KOG3509;
P98161	KOG3599;
P98164	KOG1215;
P98168	KOG1721;
P98170	KOG1101;
P98171	KOG3565;
P98172	KOG3858;
P98174	KOG4424;
P98175	KOG0154;
P98177	KOG2294;
P98179	KOG0118;
P98187	KOG0157;
P98194	KOG0202;
P98196	KOG0206;
P98198	KOG0206;
P99999	KOG3453;
Q00005	KOG1354;
Q00013	KOG0609;
Q00056	KOG0489;
Q00059	KOG0381;
Q00169	KOG3668;
Q00266	KOG1506;
Q00325	KOG0767;
Q00341	KOG2208;
Q00403	KOG1597;
Q00444	KOG0489;
Q00526	KOG0594;
Q00532	KOG0593;
Q00534	KOG0594;
Q00535	KOG0662;
Q00536	KOG0594;
Q00537	KOG0594;
Q00577	KOG3074;
Q00587	ENOG502RZ2H;
Q00597	ENOG502QSB8;
Q00604	KOG1216;
Q00610	KOG0985;
Q00613	KOG0627;
Q00653	KOG0504;
Q00688	KOG0544;
Q00722	KOG1265;
Q00765	KOG1725;
Q00796	KOG0024;
Q00839	KOG2242;
Q00872	ENOG502QPYI;
Q00887	ENOG502RXPD;
Q00888	ENOG502RXPD;
Q00889	ENOG502RXPD;
Q00973	ENOG502QTK7;
Q00975	KOG2301;
Q00978	ENOG502RR4E;
Q00987	ENOG502QQNV;
Q00994	ENOG502TF4N;
Q00G26	KOG4790;
Q00LT1	ENOG502TE0N;
Q01064	KOG3688;
Q01081	KOG2202;
Q01082	KOG0517;
Q01085	KOG0148;
Q01094	KOG2577;
Q01101	KOG3993;
Q01105	KOG1508;
Q01113	ENOG502SB39;
Q01118	KOG2301;
Q01130	KOG4207;
Q01151	ENOG502S7FP;
Q01167	KOG2294;
Q01196	KOG3982;
Q01201	ENOG502QV8A;
Q01344	ENOG502QZNV;
Q01362	ENOG502TM6F;
Q01415	KOG0631;
Q01432	KOG1096;
Q01433	KOG1096;
Q01449	KOG0031;
Q01453	ENOG502S0F5;
Q01469	KOG4015;
Q01484	KOG4177;
Q01518	KOG2675;
Q01523	ENOG502T2EX;
Q01524	ENOG502T2EX;
Q01534	
Q01538	KOG3803;
Q01543	KOG3806;
Q01546	ENOG502QURK;
Q01581	KOG1393;
Q01628	ENOG502S9XK;
Q01629	ENOG502S9XK;
Q01638	ENOG502RU6H;
Q01650	KOG1287;
Q01658	KOG0871;
Q01664	KOG0561;
Q01668	KOG2301;
Q01718	KOG3656;
Q01726	KOG3656;
Q01740	KOG1399;
Q01780	KOG2206;
Q01804	KOG2605;
Q01813	KOG2440;
Q01814	KOG0204;
Q01826	KOG3755;
Q01831	KOG2179;
Q01844	KOG1995;
Q01850	ENOG502QUPP;
Q01851	KOG1168;
Q01860	KOG3802;
Q01892	KOG3805;
Q01954	ENOG502QR8N;
Q01955	KOG3544;
Q01959	KOG3659;
Q01968	KOG0565;
Q01970	KOG1265;
Q01973	KOG1026;
Q01974	KOG1026;
Q02040	KOG2891;
Q02078	KOG0014;
Q02080	KOG0014;
Q02083	ENOG502QT7H;
Q02086	KOG1721;
Q02094	KOG3796;
Q02108	KOG4171;
Q02127	KOG1436;
Q02153	KOG4171;
Q02156	KOG0694;
Q02161	
Q02218	KOG0450;
Q02223	ENOG502SF2N;
Q02224	KOG0242;
Q02241	KOG0247;
Q02246	KOG3513;
Q02252	KOG2449;
Q02297	ENOG502QRUM;
Q02318	KOG0159;
Q02363	ENOG502RZP5;
Q02383	ENOG502T80H;
Q02388	KOG3544;
Q02410	KOG3605;
Q02413	KOG3594;
Q02446	KOG1721;
Q02447	KOG1721;
Q02487	KOG3594;
Q02505	ENOG502SKUJ;
Q02535	ENOG502S53I;
Q02539	KOG4012;
Q02543	KOG0829;
Q02548	KOG3862;
Q02556	ENOG502QT9P;
Q02575	KOG4029;
Q02577	KOG4029;
Q02641	KOG3812;
Q02643	KOG4564;
Q02742	KOG0799;
Q02747	ENOG502S7QR;
Q02750	KOG0581;
Q02763	KOG0200;
Q02779	KOG0192;
Q02790	KOG0543;
Q02809	KOG1971;
Q02817	
Q02818	KOG3866;
Q02833	KOG1574;
Q02846	KOG1023;
Q02878	KOG1694;
Q02880	KOG0355;
Q02928	KOG0157;
Q02930	KOG1414;
Q02952	ENOG502RDV6;
Q02962	KOG3862;
Q02978	KOG0759;
Q02985	ENOG502SM0B;
Q03001	KOG0516;KOG0517;
Q03013	KOG1695;
Q03014	KOG0483;
Q03052	KOG3802;
Q03060	
Q03111	KOG3149;
Q03112	KOG1721;
Q03113	KOG0082;
Q03135	ENOG502QUK5;
Q03154	KOG2275;
Q03164	KOG1084;
Q03167	ENOG502QWNZ;
Q03181	KOG3575;
Q03188	ENOG502RYQH;
Q03252	KOG0977;
Q03393	KOG4105;
Q03395	KOG3882;
Q03403	ENOG502S5ZY;
Q03405	ENOG502S36D;
Q03426	KOG1511;
Q03431	KOG4564;
Q03468	KOG0387;
Q03518	KOG0058;
Q03519	KOG0058;
Q03591	ENOG502RTVV;
Q03692	ENOG502QS5V;
Q03721	KOG3713;
Q03923	KOG1721;
Q03933	KOG0627;
Q03989	KOG2744;
Q04118	ENOG502SEXN;
Q04206	ENOG502QT4Z;
Q04323	KOG2689;
Q04446	KOG0470;
Q04609	KOG2195;
Q04637	KOG0401;
Q04656	KOG0207;
Q04671	KOG2639;
Q04695	ENOG502QTM6;
Q04721	KOG1217;
Q04724	KOG0639;
Q04725	KOG0639;
Q04726	KOG0639;
Q04727	KOG0639;
Q04741	KOG0843;
Q04743	KOG0843;
Q04756	KOG1217;KOG3627;
Q04759	KOG0694;
Q04760	KOG2944;
Q04771	KOG2052;
Q04828	KOG1577;
Q04837	KOG1653;
Q04844	KOG3645;
Q04864	ENOG502QQS6;
Q04900	ENOG502S7HA;
Q04912	KOG1095;KOG3610;
Q04917	KOG0841;
Q04941	KOG4788;
Q05066	
Q05084	KOG3891;
Q05086	KOG0941;
Q05193	KOG0446;
Q05195	KOG2483;
Q05209	KOG0789;
Q05215	KOG1721;
Q05315	KOG3587;
Q05329	KOG0629;
Q05397	KOG4257;
Q05469	KOG4388;
Q05481	KOG1721;
Q05513	KOG0695;
Q05516	KOG1721;
